Chapter_number,Chapter_description,Short_code_three,Cause_description
21,Factors influencing health status and contact with health services,Z29,Need for other prophylactic measures
21,Factors influencing health status and contact with health services,Z30,Contraceptive management
21,Factors influencing health status and contact with health services,Z31,Procreative management
21,Factors influencing health status and contact with health services,Z32,Pregnancy examination and test
21,Factors influencing health status and contact with health services,Z33,"Pregnant state, incidental"
21,Factors influencing health status and contact with health services,Z34,Supervision of normal pregnancy
21,Factors influencing health status and contact with health services,Z35,Supervision of high-risk pregnancy
21,Factors influencing health status and contact with health services,Z36,Antenatal screening
21,Factors influencing health status and contact with health services,Z37,Outcome of delivery
21,Factors influencing health status and contact with health services,Z38,Liveborn infants according to place of birth
21,Factors influencing health status and contact with health services,Z39,Postpartum care and examination
21,Factors influencing health status and contact with health services,Z40,Prophylactic surgery
21,Factors influencing health status and contact with health services,Z41,Procedures for purposes other than remedying health state
21,Factors influencing health status and contact with health services,Z42,Follow-up care involving plastic surgery
21,Factors influencing health status and contact with health services,Z43,Attention to artificial openings
21,Factors influencing health status and contact with health services,Z44,Fitting and adjustment of external prosthetic device
21,Factors influencing health status and contact with health services,Z45,Adjustment and management of implanted device
21,Factors influencing health status and contact with health services,Z46,Fitting and adjustment of other devices
21,Factors influencing health status and contact with health services,Z47,Other orthopaedic follow-up care
21,Factors influencing health status and contact with health services,Z48,Other surgical follow-up care
21,Factors influencing health status and contact with health services,Z49,Care involving dialysis
21,Factors influencing health status and contact with health services,Z50,Care involving use of rehabilitation procedures
21,Factors influencing health status and contact with health services,Z51,Other medical care
21,Factors influencing health status and contact with health services,Z52,Donors of organs and tissues
21,Factors influencing health status and contact with health services,Z53,"Persons encountering health services for specific procedures, not carried out"
21,Factors influencing health status and contact with health services,Z54,Convalescence
21,Factors influencing health status and contact with health services,Z55,Problems related to education and literacy
21,Factors influencing health status and contact with health services,Z56,Problems related to employment and unemployment
21,Factors influencing health status and contact with health services,Z57,Occupational exposure to risk-factors
21,Factors influencing health status and contact with health services,Z58,Problems related to physical environment
21,Factors influencing health status and contact with health services,Z59,Problems related to housing and economic circumstances
21,Factors influencing health status and contact with health services,Z60,Problems related to social environment
21,Factors influencing health status and contact with health services,Z61,Problems related to negative life events in childhood
21,Factors influencing health status and contact with health services,Z62,Other problems related to upbringing
21,Factors influencing health status and contact with health services,Z63,"Other problems related to primary support group, including family circumstances"
21,Factors influencing health status and contact with health services,Z64,Problems related to certain psychosocial circumstances
21,Factors influencing health status and contact with health services,Z65,Problems related to other psychosocial circumstances
21,Factors influencing health status and contact with health services,Z70,"Counselling related to sexual attitude, behaviour and orientation"
21,Factors influencing health status and contact with health services,Z71,"Persons encountering health services for other counselling and medical advice, not elsewhere classified"
21,Factors influencing health status and contact with health services,Z72,Problems related to lifestyle
21,Factors influencing health status and contact with health services,Z73,Problems related to life-management difficulty
21,Factors influencing health status and contact with health services,Z74,Problems related to care-provider dependency
21,Factors influencing health status and contact with health services,Z75,Problems related to medical facilities and other health care
21,Factors influencing health status and contact with health services,Z76,Persons encountering health services in other circumstances
21,Factors influencing health status and contact with health services,Z80,Family history of malignant neoplasm
