Group,Condition_name,ICD10_Code,Sex,Age_group,Fraction
Unintenional injuries,Other unintentional injuries,V472,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V472,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V472,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V472,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V481,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V481,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V481,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V481,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V481,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V481,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V481,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V481,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V481,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V481,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V481,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V481,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V481,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V481,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V481,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V481,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V482,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V482,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V482,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V482,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V482,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V482,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V482,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V482,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V482,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V482,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V482,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V482,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V482,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V482,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V482,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V482,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V490,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V490,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V490,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V490,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V490,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V490,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V490,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V490,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V490,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V490,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V490,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V490,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V490,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V490,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V490,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V490,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V491,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V491,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V491,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V491,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V491,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V491,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V491,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V491,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V491,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V491,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V491,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V491,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V491,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V491,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V491,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V491,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V492,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V492,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V492,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V492,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V492,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V492,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V492,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V492,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V492,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V492,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V492,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V492,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V492,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V492,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V492,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V492,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V493,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V493,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V493,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V493,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V493,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V493,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V493,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V493,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V493,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V493,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V493,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V493,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V493,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V493,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V493,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V493,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V501,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V501,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V501,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V501,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V501,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V501,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V501,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V501,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V501,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V501,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V501,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V501,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V501,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V501,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V501,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V501,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V502,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V502,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V502,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V502,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V502,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V502,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V502,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V502,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V502,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V502,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V502,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V502,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V502,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V502,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V502,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V502,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V511,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V511,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V511,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V511,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V511,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V511,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V511,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V511,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V511,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V511,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V511,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V511,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V511,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V511,Female,75-84 years,0
Unintenional injuries,Other unintentional injuries,V511,Male,85 and over,0
Unintenional injuries,Other unintentional injuries,V511,Female,85 and over,0
Unintenional injuries,Other unintentional injuries,V512,Male,16-24 years,0.03
Unintenional injuries,Other unintentional injuries,V512,Female,16-24 years,0.01
Unintenional injuries,Other unintentional injuries,V512,Male,25-34 years,0.05
Unintenional injuries,Other unintentional injuries,V512,Female,25-34 years,0.01
Unintenional injuries,Other unintentional injuries,V512,Male,35-44 years,0.07
Unintenional injuries,Other unintentional injuries,V512,Female,35-44 years,0.01
Unintenional injuries,Other unintentional injuries,V512,Male,45-54 years,0.08
Unintenional injuries,Other unintentional injuries,V512,Female,45-54 years,0.03
Unintenional injuries,Other unintentional injuries,V512,Male,55-64 years,0.09
Unintenional injuries,Other unintentional injuries,V512,Female,55-64 years,0.02
Unintenional injuries,Other unintentional injuries,V512,Male,65-74 years,0.06
Unintenional injuries,Other unintentional injuries,V512,Female,65-74 years,0
Unintenional injuries,Other unintentional injuries,V512,Male,75-84 years,0.02
Unintenional injuries,Other unintentional injuries,V512,Female,75-84 years,0
